duration,offline
560,false
554,false
547,false
544,false
553,false
561,false
564,false
589,false
612,false
633,false
618,false
642,false
627,false
608,false
610,false
628,false
635,false
617,false
598,false
598,false
595,false
594,false
590,false
591,false
582,false
577,false
576,false
571,false
563,false
562,false
562,false
560,false
553,false
542,false
545,false
545,false
539,false
527,false
523,false
520,false
527,false
526,false
523,false
523,false
521,false
518,false
508,false
514,false
513,false
506,false
504,false
506,false
504,false
516,false
518,false
506,false
508,false
510,false
516,false
510,false
516,false
508,false
505,false
506,false
505,false
503,false
501,false
498,false
500,false
496,false
496,false
496,false
500,false
502,false
502,false
499,false
501,false
502,false
503,false
504,false
500,false
496,false
495,false
494,false
499,false
491,false
492,false
492,false
492,false
493,false
486,false
486,false
490,false
494,false
490,false
491,false
494,false
496,false
502,false
503,false
499,false
498,false
496,false
486,false
484,false
486,false
486,false
488,false
484,false
482,false
486,false
492,false
492,false
491,false
494,false
503,false
504,false
501,false
495,false
502,false
504,false
501,false
503,false
507,false
511,false
509,false
509,false
506,false
506,false
510,false
507,false
499,false
498,false
502,false
503,false
496,false
498,false
497,false
499,false
492,false
491,false
491,false
497,false
496,false
490,false
493,false
492,false
497,false
492,false
491,false
487,false
490,false
489,false
490,false
487,false
496,false
495,false
494,false
496,false
494,false
500,false
490,false
489,false
496,false
492,false
486,false
497,false
479,false
485,false
484,false
486,false
493,false
491,false
486,false
486,false
487,false
484,false
490,false
491,false
495,false
493,false
502,false
497,false
503,false
498,false
503,false
525,false
497,false
483,false
480,false
484,false
485,false
480,false
476,false
473,false
470,false
476,false
483,false
485,false
484,false
488,false
494,false
510,false
523,false
535,false
543,false
555,false
553,false
538,false
528,false
531,false
530,false
529,false
523,false
509,false
510,false
508,false
508,false
514,false
512,false
503,false
500,false
505,false
503,false
505,false
496,false
498,false
499,false
504,false
501,false
493,false
496,false
495,false
500,false
496,false
488,false
493,false
496,false
499,false
504,false
500,false
498,false
496,false
499,false
503,false
507,false
505,false
505,false
509,false
509,false
508,false
499,false
498,false
493,false
495,false
494,false
494,false
493,false
488,false
483,false
478,false
484,false
480,false
482,false
476,false
482,false
487,false
493,false
490,false
491,false
486,false
488,false
484,false
478,false
481,false
487,false
482,false
477,false
470,false
473,false
477,false
476,false
480,false
482,false
489,false
494,false
498,false
498,false
501,false
503,false
489,false
486,false
491,false
488,false
494,false
492,false
497,false
493,false
484,false
488,false
489,false
491,false
492,false
480,false
482,false
490,false
491,false
488,false
486,false
484,false
